noisy_log,clean_log,model,precision_noisy,recall_noisy,precision_clean,recall_clean,simplicity
C:\projects\python\Anda\resources\logs\Sepsis_1000_ORDERING_0.1_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_1000.xes,C:\projects\python\Anda\resources\models\Sepsis_1000_ORDERING_0.1_4_heuristics.pnml,0.7065436043071827,0.9058230590105536,0.7065436043071827,0.9058620901888595,98
C:\projects\python\Anda\resources\logs\Sepsis_1000_ORDERING_0.1_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_1000.xes,C:\projects\python\Anda\resources\models\Sepsis_1000_ORDERING_0.1_4_inductive.pnml,0.2463812416814728,1.0,0.24636545992931513,1.0,91
C:\projects\python\Anda\resources\logs\RTFMS_10000_MIXED_10.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_10000.xes,C:\projects\python\Anda\resources\models\RTFMS_10000_MIXED_10.0_4_alpha.pnml,0.3519808821538172,0.42386681182048036,0.005154429278395378,0.4228360989450304,237
C:\projects\python\Anda\resources\logs\RTFMS_10000_MIXED_10.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_10000.xes,C:\projects\python\Anda\resources\models\RTFMS_10000_MIXED_10.0_4_heuristics.pnml,0.9900115183420003,0.9421088137339664,0.023090288105288792,0.9460352675036849,327
C:\projects\python\Anda\resources\logs\RTFMS_10000_MIXED_10.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_10000.xes,C:\projects\python\Anda\resources\models\RTFMS_10000_MIXED_10.0_4_inductive.pnml,0.368719921762345,1.0,0.02326458964093636,1.0,362
C:\projects\python\Anda\resources\logs\Sepsis_40000_SUBSTITUTION_2.0_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_40000.xes,C:\projects\python\Anda\resources\models\Sepsis_40000_SUBSTITUTION_2.0_3_alpha.pnml,0.11102350641386394,0.1355071359321688,0.009195764307129428,0.13543016908719968,408
C:\projects\python\Anda\resources\logs\Sepsis_40000_SUBSTITUTION_2.0_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_40000.xes,C:\projects\python\Anda\resources\models\Sepsis_40000_SUBSTITUTION_2.0_3_heuristics.pnml,0.565602015445902,0.9011974387535708,0.0524994582044821,0.9013832475102876,537
C:\projects\python\Anda\resources\logs\Sepsis_40000_SUBSTITUTION_2.0_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_40000.xes,C:\projects\python\Anda\resources\models\Sepsis_40000_SUBSTITUTION_2.0_3_inductive.pnml,0.05746060947736942,1.0,0.011954720926642515,1.0,612
C:\projects\python\Anda\resources\logs\BPIC2012_100000_SUBSTITUTION_2.0_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_100000.xes,C:\projects\python\Anda\resources\models\BPIC2012_100000_SUBSTITUTION_2.0_2_alpha.pnml,0.15820346344779224,0.09643079137934285,0.0004985044865404298,0.09638723512239195,1090
C:\projects\python\Anda\resources\logs\BPIC2012_100000_SUBSTITUTION_2.0_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_100000.xes,C:\projects\python\Anda\resources\models\BPIC2012_100000_SUBSTITUTION_2.0_2_heuristics.pnml,0.32263071914132957,0.9718851784701099,0.01744794019035467,0.9721188051746814,1366
C:\projects\python\Anda\resources\logs\BPIC2012_100000_SUBSTITUTION_2.0_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_100000.xes,C:\projects\python\Anda\resources\models\BPIC2012_100000_SUBSTITUTION_2.0_2_inductive.pnml,0.07961914763046607,1.0,0.004886695755156434,1.0,1454
C:\projects\python\Anda\resources\logs\RTFMS_100000_SUBSTITUTION_2.0_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_100000.xes,C:\projects\python\Anda\resources\models\RTFMS_100000_SUBSTITUTION_2.0_2_alpha.pnml,0.40691668519675683,0.4230408627166628,0.0006067961165048263,0.42246872577995986,1003
C:\projects\python\Anda\resources\logs\RTFMS_100000_SUBSTITUTION_2.0_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_100000.xes,C:\projects\python\Anda\resources\models\RTFMS_100000_SUBSTITUTION_2.0_2_heuristics.pnml,0.9971532114791377,0.9354043291916347,0.006628554443659729,0.9361534008434865,1128
C:\projects\python\Anda\resources\logs\RTFMS_100000_SUBSTITUTION_2.0_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_100000.xes,C:\projects\python\Anda\resources\models\RTFMS_100000_SUBSTITUTION_2.0_2_inductive.pnml,0.41461580355756533,1.0,0.007284272201642739,1.0,1146
C:\projects\python\Anda\resources\logs\Sepsis_100000_ORDERING_10.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_ORDERING_10.0_5_alpha.pnml,0.8348869187412911,0.11616541775776745,0.3338984564709103,0.11616429046898835,24
C:\projects\python\Anda\resources\logs\Sepsis_100000_ORDERING_10.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_ORDERING_10.0_5_heuristics.pnml,0.9113837931498474,0.8793273691478816,0.47319370102011904,0.8800785003235698,131
C:\projects\python\Anda\resources\logs\Sepsis_100000_ORDERING_10.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_ORDERING_10.0_5_inductive.pnml,0.4362126068512113,1.0,0.2157932231639329,1.0,96
C:\projects\python\Anda\resources\logs\RTFMS_4000_MIXED_0.2_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_4000.xes,C:\projects\python\Anda\resources\models\RTFMS_4000_MIXED_0.2_2_alpha.pnml,0.500031251953247,0.5385770798908533,0.25,0.5385289250748639,32
C:\projects\python\Anda\resources\logs\RTFMS_4000_MIXED_0.2_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_4000.xes,C:\projects\python\Anda\resources\models\RTFMS_4000_MIXED_0.2_2_heuristics.pnml,0.9985066795818703,0.9315981358085016,0.6626180292147527,0.9316910280275301,71
C:\projects\python\Anda\resources\logs\RTFMS_4000_MIXED_0.2_2.xes,C:\projects\python\Anda\resources\logs\RTFMS_4000.xes,C:\projects\python\Anda\resources\models\RTFMS_4000_MIXED_0.2_2_inductive.pnml,0.42845850421062515,1.0,0.32955683525287927,1.0,73
C:\projects\python\Anda\resources\logs\BPIC2012_1000_MIXED_0.4_1.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_MIXED_0.4_1_alpha.pnml,0.0890823165234117,0.5597839404296348,0.08532334758080873,0.5598729979736758,36
C:\projects\python\Anda\resources\logs\BPIC2012_1000_MIXED_0.4_1.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_MIXED_0.4_1_heuristics.pnml,0.279417180051156,0.9844585117076223,0.2657877717526491,0.9844879521470814,112
C:\projects\python\Anda\resources\logs\BPIC2012_1000_MIXED_0.4_1.xes,C:\projects\python\Anda\resources\logs\BPIC2012_1000.xes,C:\projects\python\Anda\resources\models\BPIC2012_1000_MIXED_0.4_1_inductive.pnml,0.08626489734868448,0.9944297578249703,0.08209104192783401,0.9944299644390244,149
C:\projects\python\Anda\resources\logs\Sepsis_2000_MIXED_1.0_2.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_MIXED_1.0_2_alpha.pnml,0.6147988946883636,0.19964988178333476,0.36931015418637514,0.1994507926590655,32
C:\projects\python\Anda\resources\logs\Sepsis_2000_MIXED_1.0_2.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_MIXED_1.0_2_heuristics.pnml,0.78312516171524,0.9151002303834203,0.5202613764573147,0.9152317863527277,124
C:\projects\python\Anda\resources\logs\Sepsis_2000_MIXED_1.0_2.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_MIXED_1.0_2_inductive.pnml,0.2015423008610805,1.0,0.17615721957107633,1.0,105
C:\projects\python\Anda\resources\logs\Sepsis_2000_ORDERING_0.1_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_ORDERING_0.1_5_alpha.pnml,0.4427184466019417,0.24270137184684742,0.44283570230422886,0.24270137184684742,22
C:\projects\python\Anda\resources\logs\Sepsis_2000_ORDERING_0.1_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_ORDERING_0.1_5_heuristics.pnml,0.7203541551381791,0.9117068497538054,0.7204140085926312,0.9117147200693043,111
C:\projects\python\Anda\resources\logs\Sepsis_2000_ORDERING_0.1_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_ORDERING_0.1_5_inductive.pnml,0.25633948320773736,1.0,0.2564306516372532,1.0,89
C:\projects\python\Anda\resources\logs\RTFMS_1000_SUBSTITUTION_10.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_1000.xes,C:\projects\python\Anda\resources\models\RTFMS_1000_SUBSTITUTION_10.0_4_alpha.pnml,0.4365726202747081,0.5457345654586051,0.012048192771084376,0.5443154531198489,64
C:\projects\python\Anda\resources\logs\RTFMS_1000_SUBSTITUTION_10.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_1000.xes,C:\projects\python\Anda\resources\models\RTFMS_1000_SUBSTITUTION_10.0_4_heuristics.pnml,0.9936672537650155,0.9386388673125665,0.09256089020309699,0.9407805383468282,136
C:\projects\python\Anda\resources\logs\RTFMS_1000_SUBSTITUTION_10.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_1000.xes,C:\projects\python\Anda\resources\models\RTFMS_1000_SUBSTITUTION_10.0_4_inductive.pnml,0.4472198680307524,1.0,0.06888589715626625,1.0,120
C:\projects\python\Anda\resources\logs\RTFMS_1000_MIXED_0.1_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_1000.xes,C:\projects\python\Anda\resources\models\RTFMS_1000_MIXED_0.1_4_alpha.pnml,0.8693753174200102,0.6958915727065434,0.8136299004671947,0.6955268782731874,28
C:\projects\python\Anda\resources\logs\RTFMS_1000_MIXED_0.1_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_1000.xes,C:\projects\python\Anda\resources\models\RTFMS_1000_MIXED_0.1_4_heuristics.pnml,0.996059298179771,0.9306648474824399,0.8928504409832989,0.930685880167961,53
C:\projects\python\Anda\resources\logs\RTFMS_1000_MIXED_0.1_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_1000.xes,C:\projects\python\Anda\resources\models\RTFMS_1000_MIXED_0.1_4_inductive.pnml,0.5641711229946524,1.0,0.532221511999535,1.0,50
C:\projects\python\Anda\resources\logs\BPIC2012_10000_SUBSTITUTION_0.1_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_10000.xes,C:\projects\python\Anda\resources\models\BPIC2012_10000_SUBSTITUTION_0.1_4_alpha.pnml,0.11331743970546881,0.5281091297286209,0.08984014862573508,0.5280828377427917,39
C:\projects\python\Anda\resources\logs\BPIC2012_10000_SUBSTITUTION_0.1_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_10000.xes,C:\projects\python\Anda\resources\models\BPIC2012_10000_SUBSTITUTION_0.1_4_heuristics.pnml,0.27170125157976277,0.9773461717170674,0.25621173458989266,0.9773647544084697,127
C:\projects\python\Anda\resources\logs\BPIC2012_10000_SUBSTITUTION_0.1_4.xes,C:\projects\python\Anda\resources\logs\BPIC2012_10000.xes,C:\projects\python\Anda\resources\models\BPIC2012_10000_SUBSTITUTION_0.1_4_inductive.pnml,0.11508129826406144,0.9826027247567182,0.0954171518469139,0.9826041120625113,170
C:\projects\python\Anda\resources\logs\Sepsis_2000_SUBSTITUTION_2.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_SUBSTITUTION_2.0_5_alpha.pnml,0.27088945425521305,0.2103558848987816,0.17383275522172037,0.2103135335062261,35
C:\projects\python\Anda\resources\logs\Sepsis_2000_SUBSTITUTION_2.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_SUBSTITUTION_2.0_5_heuristics.pnml,0.7238855091253615,0.9047045657745136,0.44194636902741447,0.9048406099560226,127
C:\projects\python\Anda\resources\logs\Sepsis_2000_SUBSTITUTION_2.0_5.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_SUBSTITUTION_2.0_5_inductive.pnml,0.1570209330940383,1.0,0.12682672233820458,1.0,141
C:\projects\python\Anda\resources\logs\Sepsis_4000_SUBSTITUTION_10.0_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_4000.xes,C:\projects\python\Anda\resources\models\Sepsis_4000_SUBSTITUTION_10.0_4_alpha.pnml,0.1273544028182666,0.14027207796788282,0.01738603814206996,0.13934275647445227,200
C:\projects\python\Anda\resources\logs\Sepsis_4000_SUBSTITUTION_10.0_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_4000.xes,C:\projects\python\Anda\resources\models\Sepsis_4000_SUBSTITUTION_10.0_4_heuristics.pnml,0.7475475951017603,0.886735869594951,0.1104283853284237,0.8878281248651669,321
C:\projects\python\Anda\resources\logs\Sepsis_4000_SUBSTITUTION_10.0_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_4000.xes,C:\projects\python\Anda\resources\models\Sepsis_4000_SUBSTITUTION_10.0_4_inductive.pnml,0.0719031344403036,1.0,0.024944490988083268,1.0,385
C:\projects\python\Anda\resources\logs\RTFMS_2000_MIXED_0.4_5.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_MIXED_0.4_5_alpha.pnml,0.7996,0.534593802990741,0.19999999999999996,0.5344581680080924,29
C:\projects\python\Anda\resources\logs\RTFMS_2000_MIXED_0.4_5.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_MIXED_0.4_5_heuristics.pnml,0.945025889611105,0.9343172302054927,0.4515134837644469,0.9345196693147413,72
C:\projects\python\Anda\resources\logs\RTFMS_2000_MIXED_0.4_5.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_MIXED_0.4_5_inductive.pnml,0.3101023017902813,1.0,0.18601604884790723,1.0,46
C:\projects\python\Anda\resources\logs\Sepsis_40000_SUBSTITUTION_4.0_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_40000.xes,C:\projects\python\Anda\resources\models\Sepsis_40000_SUBSTITUTION_4.0_3_alpha.pnml,0.08725886865363186,0.12917918650948385,0.0038387715930902067,0.12902449754053585,827
C:\projects\python\Anda\resources\logs\Sepsis_40000_SUBSTITUTION_4.0_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_40000.xes,C:\projects\python\Anda\resources\models\Sepsis_40000_SUBSTITUTION_4.0_3_heuristics.pnml,0.5122250432673423,0.9014196169416675,0.026779022176813383,0.9017434350704264,993
C:\projects\python\Anda\resources\logs\Sepsis_40000_SUBSTITUTION_4.0_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_40000.xes,C:\projects\python\Anda\resources\models\Sepsis_40000_SUBSTITUTION_4.0_3_inductive.pnml,0.04543829740846361,1.0,0.005942130503662324,1.0,1042
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_0.2_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_0.2_3_alpha.pnml,0.1034470273634629,0.4088977681206163,0.03448275862068961,0.40890151497318916,33
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_0.2_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_0.2_3_heuristics.pnml,0.28646814325379644,0.9776032024241945,0.2661092747586764,0.9776319251259757,127
C:\projects\python\Anda\resources\logs\BPIC2012_20000_ORDERING_0.2_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_20000.xes,C:\projects\python\Anda\resources\models\BPIC2012_20000_ORDERING_0.2_3_inductive.pnml,0.11141373049721537,0.9978225626559108,0.0985863828497422,0.9978231215809292,161
C:\projects\python\Anda\resources\logs\Sepsis_2000_INSERTION_0.2_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_INSERTION_0.2_4_alpha.pnml,0.37640702386312475,0.24623669178568214,0.3014562378021318,0.24616716425933394,29
C:\projects\python\Anda\resources\logs\Sepsis_2000_INSERTION_0.2_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_INSERTION_0.2_4_heuristics.pnml,0.6974539779787879,0.8985492593224093,0.639674007282816,0.8985208861272245,119
C:\projects\python\Anda\resources\logs\Sepsis_2000_INSERTION_0.2_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_INSERTION_0.2_4_inductive.pnml,0.17251092480362418,1.0,0.16821021071041897,1.0,117
C:\projects\python\Anda\resources\logs\RTFMS_2000_ORDERING_2.0_5.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ORDERING_2.0_5_alpha.pnml,0.9986268880289602,0.5056600497903134,0.25,0.5056600497903134,25
C:\projects\python\Anda\resources\logs\RTFMS_2000_ORDERING_2.0_5.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ORDERING_2.0_5_heuristics.pnml,0.9340114934936258,0.9371793060405139,0.5400921658986175,0.938805522074479,73
C:\projects\python\Anda\resources\logs\RTFMS_2000_ORDERING_2.0_5.xes,C:\projects\python\Anda\resources\logs\RTFMS_2000.xes,C:\projects\python\Anda\resources\models\RTFMS_2000_ORDERING_2.0_5_inductive.pnml,0.6583805819783515,1.0,0.42267219761419295,1.0,58
C:\projects\python\Anda\resources\logs\RTFMS_40000_INSERTION_4.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_40000.xes,C:\projects\python\Anda\resources\models\RTFMS_40000_INSERTION_4.0_4_alpha.pnml,0.2934269971311372,0.4212717307641535,0.0007507507507507061,0.42368683450016553,769
C:\projects\python\Anda\resources\logs\RTFMS_40000_INSERTION_4.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_40000.xes,C:\projects\python\Anda\resources\models\RTFMS_40000_INSERTION_4.0_4_heuristics.pnml,0.9922804755364112,0.9439818730686386,0.00689948154058595,0.9452350628267574,901
C:\projects\python\Anda\resources\logs\RTFMS_40000_INSERTION_4.0_4.xes,C:\projects\python\Anda\resources\logs\RTFMS_40000.xes,C:\projects\python\Anda\resources\models\RTFMS_40000_INSERTION_4.0_4_inductive.pnml,0.373780452315262,1.0,0.009265679611679678,1.0,893
C:\projects\python\Anda\resources\logs\BPIC2012_100000_SUBSTITUTION_0.4_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_100000.xes,C:\projects\python\Anda\resources\models\BPIC2012_100000_SUBSTITUTION_0.4_5_alpha.pnml,0.17082224422651582,0.1652681817567685,0.0023419203747072626,0.16525453575157262,254
C:\projects\python\Anda\resources\logs\BPIC2012_100000_SUBSTITUTION_0.4_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_100000.xes,C:\projects\python\Anda\resources\models\BPIC2012_100000_SUBSTITUTION_0.4_5_heuristics.pnml,0.34043621746220576,0.9669422956285727,0.06521820778860055,0.9669918955412884,388
C:\projects\python\Anda\resources\logs\BPIC2012_100000_SUBSTITUTION_0.4_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_100000.xes,C:\projects\python\Anda\resources\models\BPIC2012_100000_SUBSTITUTION_0.4_5_inductive.pnml,0.09620698402947436,1.0,0.019306297998936017,1.0,569
C:\projects\python\Anda\resources\logs\BPIC2012_2000_MIXED_4.0_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_2000.xes,C:\projects\python\Anda\resources\models\BPIC2012_2000_MIXED_4.0_3_alpha.pnml,0.16866579380833724,0.26841726045646114,0.014084507042253502,0.2683173334375419,50
C:\projects\python\Anda\resources\logs\BPIC2012_2000_MIXED_4.0_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_2000.xes,C:\projects\python\Anda\resources\models\BPIC2012_2000_MIXED_4.0_3_heuristics.pnml,0.3359090257115641,0.9829851137298605,0.22056006002724537,0.9833671889492681,142
C:\projects\python\Anda\resources\logs\BPIC2012_2000_MIXED_4.0_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_2000.xes,C:\projects\python\Anda\resources\models\BPIC2012_2000_MIXED_4.0_3_inductive.pnml,0.09898269803769866,0.9975878518067474,0.057818833829761385,0.9975937439792629,247
C:\projects\python\Anda\resources\logs\BPIC2012_10000_ORDERING_10.0_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_10000.xes,C:\projects\python\Anda\resources\models\BPIC2012_10000_ORDERING_10.0_3_alpha.pnml,0.42756969386009924,0.1613426671493789,0.0,0.1612325957432189,40
C:\projects\python\Anda\resources\logs\BPIC2012_10000_ORDERING_10.0_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_10000.xes,C:\projects\python\Anda\resources\models\BPIC2012_10000_ORDERING_10.0_3_heuristics.pnml,0.477630035726588,0.9663420210098195,0.3101266079164886,0.9670649400503425,147
C:\projects\python\Anda\resources\logs\BPIC2012_10000_ORDERING_10.0_3.xes,C:\projects\python\Anda\resources\logs\BPIC2012_10000.xes,C:\projects\python\Anda\resources\models\BPIC2012_10000_ORDERING_10.0_3_inductive.pnml,0.17417428595942264,1.0,0.08542368140988621,1.0,116
C:\projects\python\Anda\resources\logs\Sepsis_10000_INSERTION_0.2_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_10000.xes,C:\projects\python\Anda\resources\models\Sepsis_10000_INSERTION_0.2_1_alpha.pnml,0.32204880616850395,0.21005337870294405,0.32204880616850395,0.21002739705556228,36
C:\projects\python\Anda\resources\logs\Sepsis_10000_INSERTION_0.2_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_10000.xes,C:\projects\python\Anda\resources\models\Sepsis_10000_INSERTION_0.2_1_heuristics.pnml,0.6777824459925548,0.9001630770354044,0.5918696406322528,0.9001774906416632,121
C:\projects\python\Anda\resources\logs\Sepsis_10000_INSERTION_0.2_1.xes,C:\projects\python\Anda\resources\logs\Sepsis_10000.xes,C:\projects\python\Anda\resources\models\Sepsis_10000_INSERTION_0.2_1_inductive.pnml,0.16747153638886803,0.9999984828463017,0.15710571211795687,1.0,141
C:\projects\python\Anda\resources\logs\BPIC2012_100000_SUBSTITUTION_4.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_100000.xes,C:\projects\python\Anda\resources\models\BPIC2012_100000_SUBSTITUTION_4.0_5_alpha.pnml,0.1468730084141755,0.09546129283237587,0.0002619172341540299,0.09537925653777113,2054
C:\projects\python\Anda\resources\logs\BPIC2012_100000_SUBSTITUTION_4.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_100000.xes,C:\projects\python\Anda\resources\models\BPIC2012_100000_SUBSTITUTION_4.0_5_heuristics.pnml,0.30251727061109335,0.9804359992188252,0.009083492626148049,0.9809351609047667,2440
C:\projects\python\Anda\resources\logs\BPIC2012_100000_SUBSTITUTION_4.0_5.xes,C:\projects\python\Anda\resources\logs\BPIC2012_100000.xes,C:\projects\python\Anda\resources\models\BPIC2012_100000_SUBSTITUTION_4.0_5_inductive.pnml,0.0629685142071783,1.0,0.002575651923225397,1.0,2419
C:\projects\python\Anda\resources\logs\Sepsis_2000_INSERTION_1.0_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_INSERTION_1.0_4_alpha.pnml,0.30784188307534865,0.29477367489083917,0.20563762513121175,0.2946297228124142,41
C:\projects\python\Anda\resources\logs\Sepsis_2000_INSERTION_1.0_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_INSERTION_1.0_4_heuristics.pnml,0.673593394869892,0.9079892031246927,0.5141105149466936,0.9078611481076035,129
C:\projects\python\Anda\resources\logs\Sepsis_2000_INSERTION_1.0_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_2000.xes,C:\projects\python\Anda\resources\models\Sepsis_2000_INSERTION_1.0_4_inductive.pnml,0.15016153619991401,1.0,0.13751678194517614,1.0,126
C:\projects\python\Anda\resources\logs\Sepsis_100000_INSERTION_0.4_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_INSERTION_0.4_4_alpha.pnml,0.11122075728224556,0.1479726453172316,0.015123185694052577,0.14799146747051878,217
C:\projects\python\Anda\resources\logs\Sepsis_100000_INSERTION_0.4_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_INSERTION_0.4_4_heuristics.pnml,0.6139020251261407,0.895596687598373,0.10326365846255225,0.895614655142353,330
C:\projects\python\Anda\resources\logs\Sepsis_100000_INSERTION_0.4_4.xes,C:\projects\python\Anda\resources\logs\Sepsis_100000.xes,C:\projects\python\Anda\resources\models\Sepsis_100000_INSERTION_0.4_4_inductive.pnml,0.06732188781863313,1.0,0.025110846059922864,1.0,396
C:\projects\python\Anda\resources\logs\Sepsis_10000_ABSENCE_0.1_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_10000.xes,C:\projects\python\Anda\resources\models\Sepsis_10000_ABSENCE_0.1_3_alpha.pnml,0.44270483990539067,0.26775366334889883,0.4427751787448142,0.26774783259983315,22
C:\projects\python\Anda\resources\logs\Sepsis_10000_ABSENCE_0.1_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_10000.xes,C:\projects\python\Anda\resources\models\Sepsis_10000_ABSENCE_0.1_3_heuristics.pnml,0.70993321960677,0.8970781117184561,0.7051382800994244,0.8970902239278945,107
C:\projects\python\Anda\resources\logs\Sepsis_10000_ABSENCE_0.1_3.xes,C:\projects\python\Anda\resources\logs\Sepsis_10000.xes,C:\projects\python\Anda\resources\models\Sepsis_10000_ABSENCE_0.1_3_inductive.pnml,0.24964352986266136,1.0,0.24902781923340755,1.0,95
C:\projects\python\Anda\resources\logs\BPIC2012_100000_MIXED_2.0_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_100000.xes,C:\projects\python\Anda\resources\models\BPIC2012_100000_MIXED_2.0_2_alpha.pnml,0.1495450710212154,0.09729714940374667,0.0011261261261261701,0.09727645852608324,489
C:\projects\python\Anda\resources\logs\BPIC2012_100000_MIXED_2.0_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_100000.xes,C:\projects\python\Anda\resources\models\BPIC2012_100000_MIXED_2.0_2_heuristics.pnml,0.33686623974325935,0.9768053381900328,0.03871417390595522,0.9770417393019621,693
C:\projects\python\Anda\resources\logs\BPIC2012_100000_MIXED_2.0_2.xes,C:\projects\python\Anda\resources\logs\BPIC2012_100000.xes,C:\projects\python\Anda\resources\models\BPIC2012_100000_MIXED_2.0_2_inductive.pnml,0.08234395523820148,1.0,0.009910735921991098,1.0,807
